stop_id,stop_name,stop_lat,stop_lon
40633,Idylberry Rd & Juniperberry Dr,38.029816,-122.553482
40634,Miller Creek Rd & Quietwood Dr,38.030968,-122.551987
40635,Miller Creek Rd & Quietwood Dr,38.030899,-122.552338
40636,Miller Creek Rd & Queenstone Dr,38.033192,-122.549637
40637,Miller Creek Rd & Queenstone Dr,38.033401,-122.549911
40638,Miller Creek Rd & Las Gallinas Ave,38.032578,-122.544014
40639,Miller Creek Rd & Las Gallinas Ave,38.032951,-122.544975
40640,Miller Creek Rd & Marinwood Ave,38.033245,-122.54052
40641,Miller Creek Rd & Marinwood Ave,38.033512,-122.540741
40642,1204 Idylberry Rd,38.031563,-122.578346
40649,Lucas Valley Rd & Miller Creek Rd,38.026958,-122.553169
40650,Lucas Valley Rd & Sequeira Rd,38.025513,-122.558083
40651,Lucas Valley Rd & Huckleberry Rd,38.025494,-122.56353
40655,San Marin Dr & Redwood Blvd,38.118675,-122.567284
40656,San Marin Dr & Redwood Blvd,38.118328,-122.567245
40657,San Marin Dr & Simmons Ln,38.121693,-122.584953
40658,San Marin Dr & Simmons Ln,38.121479,-122.58461
40659,San Marin Dr & Sereno Way,38.124352,-122.587425
40660,San Marin Dr & Sereno Way,38.124134,-122.587494
40661,San Carlos Way & San Marin Dr,38.123718,-122.591805
40662,San Carlos Way & San Marin Dr,38.12352,-122.591576
40663,San Carlos Way & San Luis Way,38.120014,-122.591377
40664,San Carlos Way & San Luis Ct,38.119953,-122.591232
40665,San Carlos Way & Corona Ct,38.118633,-122.595055
40666,San Carlos Way & Corona Ct,38.11861,-122.594795
40667,San Carlos Way & San Andreas Dr,38.118427,-122.597984
40668,San Carlos Way & Clemente Ct,38.118431,-122.596291
40669,San Marin Dr & San Andreas Dr,38.122116,-122.602119
40670,San Marin Dr & San Andreas Dr,38.12191,-122.602013
40671,San Marin Dr & San Ramon Way,38.121792,-122.604507
40672,San Marin Dr & San Ramon Way,38.121635,-122.60405
40673,San Marin Dr & San Carlos Way,38.118832,-122.609337
40674,San Marin Dr & San Carlos Way,38.118809,-122.609055
40675,Novato Blvd & Eucalyptus Ave,38.114239,-122.60334
40676,Novato Blvd & Eucalyptus Ave,38.11451,-122.6036
40677,Novato Blvd & Oliva Dr,38.111996,-122.597076
40678,Novato Blvd & Oliva Dr,38.112118,-122.597122
40679,Novato Blvd & Wilson Ct,38.112076,-122.593193
40680,Novato Blvd & Wilson Ct,38.111736,-122.591133
40681,Novato Blvd & McClay Rd,38.109806,-122.587112
40682,Novato Blvd & McClay Rd,38.10994,-122.587128
40683,Novato Blvd & Grant Ave,38.108204,-122.583549
40684,Novato Blvd & Grant Ave,38.108337,-122.583565
40685,Novato Blvd & Tamalpais Ave,38.106491,-122.579666
40687,Novato Blvd & 7th St,38.106583,-122.579605
40694,Redwood Blvd & Olive Ave,38.111172,-122.569046
40695,Redwood Blvd & Olive Ave,38.111397,-122.568558
40696,Redwood Blvd & Grant Ave,38.10659,-122.570694
40697,Redwood Blvd & Grant Ave,38.106445,-122.570549
